split_a,pair_type,mean_hTw,frac_positive,n_pairs
17,within_long_d3,6.7653,1.0,40
17,within_long_d4,7.2712,1.0,38
17,within_long_d5,7.2967,1.0,36
17,within_long_d6,6.4777,1.0,34
17,within_long_d7,6.4016,1.0,32
17,within_long_d8,7.5411,1.0,30
17,within_long_d9,2.4216,0.9652,28
17,within_long_d10,-1.0411,0.0,26
17,within_long_d11,-1.0211,0.0,24
17,within_long_d12,-1.0105,0.0,22
17,within_long_d13,-0.9964,0.0,20
17,within_long_d14,-0.9747,0.0,18
17,within_long_d15,-0.9658,0.0,16
17,within_long_d16,-0.9747,0.0,14
17,within_long_d17,-1.0167,0.0,12
17,within_long_d18,-1.0482,0.0,10
17,within_long_d19,-1.0431,0.0,8
17,within_long_d20,-1.0538,0.0,6
17,within_long_d21,-1.0486,0.0,4
17,within_long_d22,-1.0536,0.0,2
18,within_long,3.9489,0.6608,92400
18,within_short,5.4197,0.7639,61200
18,cut,-1.1542,0.0,79200
18,cut,-1.8232,0.0,79200
18,within_long_d1,6.781,1.0,42
18,within_long_d2,6.1117,1.0,40
18,within_long_d3,6.8735,1.0,38
18,within_long_d4,7.3707,1.0,36
18,within_long_d5,7.3943,1.0,34
18,within_long_d6,6.5525,1.0,32
18,within_long_d7,6.5084,1.0,30
18,within_long_d8,7.5993,1.0,28
18,within_long_d9,2.3409,0.9721,26
18,within_long_d10,-1.0937,0.0,24
18,within_long_d11,-1.0645,0.0,22
18,within_long_d12,-1.0391,0.0,20
18,within_long_d13,-1.0041,0.0,18
18,within_long_d14,-0.9831,0.0,16
18,within_long_d15,-0.9827,0.0,14
18,within_long_d16,-1.0145,0.0,12
18,within_long_d17,-1.0398,0.0,10
18,within_long_d18,-1.0345,0.0,8
18,within_long_d19,-1.0452,0.0,6
18,within_long_d20,-1.0467,0.0,4
18,within_long_d21,-1.0526,0.0,2
19,within_long,4.208,0.6845,84000
19,within_short,4.896,0.7362,68400
19,cut,-1.2236,0.0,79800
19,cut,-1.4906,0.0,79800
19,within_long_d1,6.8857,1.0,40
19,within_long_d2,6.21,1.0,38
19,within_long_d3,7.0062,1.0,36
19,within_long_d4,7.5601,1.0,34
19,within_long_d5,7.5822,1.0,32
19,within_long_d6,6.701,1.0,30
19,within_long_d7,6.6596,1.0,28
19,within_long_d8,7.7361,1.0,26
19,within_long_d9,2.3323,0.9794,24
19,within_long_d10,-1.1558,0.0,22
19,within_long_d11,-1.1038,0.0,20
19,within_long_d12,-1.0537,0.0,18
19,within_long_d13,-1.0175,0.0,16
19,within_long_d14,-1.0076,0.0,14
19,within_long_d15,-1.0326,0.0,12
19,within_long_d16,-1.0461,0.0,10
19,within_long_d17,-1.0364,0.0,8
19,within_long_d18,-1.0459,0.0,6
19,within_long_d19,-1.0438,0.0,4
19,within_long_d20,-1.0513,0.0,2
20,within_long,4.5421,0.7095,76000
20,within_short,4.5198,0.7096,76000
20,cut,-1.3236,0.0,80000
20,cut,-1.3244,0.0,80000
20,within_long_d1,7.0608,1.0,38
20,within_long_d2,6.3794,1.0,36
20,within_long_d3,7.2551,1.0,34
20,within_long_d4,7.8746,1.0,32
20,within_long_d5,7.8932,1.0,30
20,within_long_d6,6.9188,1.0,28
20,within_long_d7,6.8766,0.9998,26
20,within_long_d8,7.9007,1.0,24
20,within_long_d9,2.3326,0.9823,22
20,within_long_d10,-1.2281,0.0,20
20,within_long_d11,-1.1366,0.0,18
20,within_long_d12,-1.0712,0.0,16
20,within_long_d13,-1.0387,0.0,14
20,within_long_d14,-1.0543,0.0,12
20,within_long_d15,-1.0637,0.0,10
20,within_long_d16,-1.0414,0.0,8
20,within_long_d17,-1.0467,0.0,6
20,within_long_d18,-1.0444,0.0,4
20,within_long_d19,-1.044,0.0,2
