split_a,pair_type,mean_hTw,frac_positive,n_pairs
4,within_long_d7,8.4481,1.0,18
4,within_long_d8,7.1186,1.0,16
4,within_long_d9,6.1123,1.0,14
4,within_long_d10,5.0795,1.0,12
4,within_long_d11,4.3315,1.0,10
4,within_long_d12,4.4014,1.0,8
4,within_long_d13,5.0104,1.0,6
4,within_long_d14,5.5764,1.0,4
4,within_long_d15,6.3692,1.0,2
5,within_long,12.1239,1.0,42000
5,within_short,11.7885,0.9998,4000
5,cut,-3.0048,0.0696,15000
5,cut,-4.014,0.0139,15000
5,within_long_d1,18.601,1.0,28
5,within_long_d2,20.0161,1.0,26
5,within_long_d3,20.1955,1.0,24
5,within_long_d4,12.1365,1.0,22
5,within_long_d5,10.5793,1.0,20
5,within_long_d6,9.0063,1.0,18
5,within_long_d7,7.3845,1.0,16
5,within_long_d8,6.0449,1.0,14
5,within_long_d9,4.79,1.0,12
5,within_long_d10,3.8892,1.0,10
5,within_long_d11,3.8263,1.0,8
5,within_long_d12,4.1003,1.0,6
5,within_long_d13,4.1336,1.0,4
5,within_long_d14,4.2372,1.0,2
6,within_long,10.1166,0.9984,36400
6,within_short,14.9579,0.9998,6000
6,cut,-1.2328,0.2686,16800
6,cut,-4.7957,0.0153,16800
6,within_long_d1,15.1326,1.0,26
6,within_long_d2,16.6976,1.0,24
6,within_long_d3,17.3314,1.0,22
6,within_long_d4,10.027,1.0,20
6,within_long_d5,8.59,1.0,18
6,within_long_d6,6.979,1.0,16
6,within_long_d7,5.386,1.0,14
6,within_long_d8,4.0334,1.0,12
6,within_long_d9,2.8204,0.9955,10
6,within_long_d10,2.3081,0.9769,8
6,within_long_d11,2.4103,0.9942,6
6,within_long_d12,2.3054,0.9938,4
6,within_long_d13,2.3836,1.0,2
7,within_long,10.7021,0.9975,31200
7,within_short,17.1895,1.0,8400
7,cut,-1.3558,0.3236,18200
7,cut,-5.7736,0.0087,18200
7,within_long_d1,15.2319,1.0,24
7,within_long_d2,17.1162,1.0,22
7,within_long_d3,18.2845,1.0,20
7,within_long_d4,10.2233,1.0,18
7,within_long_d5,8.7216,1.0,16
7,within_long_d6,6.8429,1.0,14
7,within_long_d7,5.1992,1.0,12
7,within_long_d8,3.6655,0.9985,10
7,within_long_d9,2.5458,0.9794,8
7,within_long_d10,1.9266,0.9858,6
7,within_long_d11,1.8471,0.9738,4
7,within_long_d12,1.9941,0.9925,2
8,within_long,12.9847,0.9993,26400
8,within_short,18.3231,1.0,11200
8,cut,-1.6421,0.3736,19200
8,cut,-5.8393,0.0334,19200
8,within_long_d1,17.2165,1.0,22
8,within_long_d2,19.9064,1.0,20
8,within_long_d3,21.6527,1.0,18
8,within_long_d4,11.6622,1.0,16
8,within_long_d5,9.79,1.0,14
8,within_long_d6,8.0255,1.0,12
8,within_long_d7,6.3135,1.0,10
8,within_long_d8,4.3447,0.9994,8
8,within_long_d9,2.9325,1.0,6
8,within_long_d10,1.9367,0.9812,4
8,within_long_d11,2.0722,0.995,2
9,within_long,16.0998,1.0,22000
9,within_short,19.2009,1.0,14400
9,cut,-1.7928,0.3594,19800
9,cut,-4.1109,0.1483,19800
9,within_long_d1,20.2354,1.0,20
9,within_long_d2,23.8532,1.0,18
9,within_long_d3,25.5249,1.0,16
9,within_long_d4,12.808,1.0,14
9,within_long_d5,11.4112,1.0,12
9,within_long_d6,10.0145,1.0,10
9,within_long_d7,7.9279,1.0,8
9,within_long_d8,5.1091,1.0,6
9,within_long_d9,3.2397,1.0,4
9,within_long_d10,2.5437,1.0,2
10,within_long,18.5682,1.0,18000
10,within_short,18.6727,1.0,18000
10,cut,-2.6608,0.2755,20000
10,cut,-2.5751,0.2757,20000
10,within_long_d1,22.6534,1.0,18
10,within_long_d2,26.675,1.0,16
10,within_long_d3,28.0429,1.0,14
10,within_long_d4,12.8702,1.0,12
10,within_long_d5,12.2105,1.0,10
10,within_long_d6,11.3887,1.0,8
10,within_long_d7,8.2374,1.0,6
10,within_long_d8,4.8722,1.0,4
10,within_long_d9,3.7017,1.0,2
