cell,k,small_size,branch,category,value
k5_s4,5,4,dZ_attn2,within_long_far,19.86401
k5_s4,5,4,dZ_attn2,cross,16.20955
k5_s4,5,4,dZ_mlp2,within_short,-19.51845
k5_s4,5,4,dZ_mlp2,within_long_near,-1.72154
k5_s4,5,4,dZ_mlp2,within_long_far,1.91402
k5_s4,5,4,dZ_mlp2,cross,-23.48715
k5_s5,5,5,dZ_attn1,within_short,6.07004
k5_s5,5,5,dZ_attn1,within_long_near,3.32515
k5_s5,5,5,dZ_attn1,within_long_far,0.64002
k5_s5,5,5,dZ_attn1,cross,1.08125
k5_s5,5,5,dZ_mlp1,within_short,4.06008
k5_s5,5,5,dZ_mlp1,within_long_near,1.04399
k5_s5,5,5,dZ_mlp1,within_long_far,1.36578
k5_s5,5,5,dZ_mlp1,cross,1.77699
k5_s5,5,5,dZ_attn2,within_short,15.53138
k5_s5,5,5,dZ_attn2,within_long_near,19.04265
k5_s5,5,5,dZ_attn2,within_long_far,21.77674
k5_s5,5,5,dZ_attn2,cross,19.03714
k5_s5,5,5,dZ_mlp2,within_short,-21.56081
k5_s5,5,5,dZ_mlp2,within_long_near,-1.96441
k5_s5,5,5,dZ_mlp2,within_long_far,-0.43954
k5_s5,5,5,dZ_mlp2,cross,-21.99871
k6_s2,6,2,dZ_attn1,within_short,15.22181
k6_s2,6,2,dZ_attn1,within_long_near,3.27917
k6_s2,6,2,dZ_attn1,within_long_far,0.4339
k6_s2,6,2,dZ_attn1,cross,1.33426
k6_s2,6,2,dZ_mlp1,within_short,5.83151
k6_s2,6,2,dZ_mlp1,within_long_near,1.40255
k6_s2,6,2,dZ_mlp1,within_long_far,1.11237
k6_s2,6,2,dZ_mlp1,cross,-0.66393
k6_s2,6,2,dZ_attn2,within_short,3.20971
k6_s2,6,2,dZ_attn2,within_long_near,15.77635
k6_s2,6,2,dZ_attn2,within_long_far,9.90106
k6_s2,6,2,dZ_attn2,cross,10.27104
k6_s2,6,2,dZ_mlp2,within_short,-16.19846
k6_s2,6,2,dZ_mlp2,within_long_near,2.90616
k6_s2,6,2,dZ_mlp2,within_long_far,12.83169
k6_s2,6,2,dZ_mlp2,cross,-13.84861
k6_s3,6,3,dZ_attn1,within_short,11.34568
k6_s3,6,3,dZ_attn1,within_long_near,3.26583
k6_s3,6,3,dZ_attn1,within_long_far,0.45237
k6_s3,6,3,dZ_attn1,cross,1.22358
k6_s3,6,3,dZ_mlp1,within_short,3.62358
k6_s3,6,3,dZ_mlp1,within_long_near,1.29473
k6_s3,6,3,dZ_mlp1,within_long_far,1.15804
k6_s3,6,3,dZ_mlp1,cross,-0.10163
k6_s3,6,3,dZ_attn2,within_short,8.81971
k6_s3,6,3,dZ_attn2,within_long_near,18.98113
k6_s3,6,3,dZ_attn2,within_long_far,19.52514
k6_s3,6,3,dZ_attn2,cross,18.53753
k6_s3,6,3,dZ_mlp2,within_short,-21.34116
k6_s3,6,3,dZ_mlp2,within_long_near,-0.23966
k6_s3,6,3,dZ_mlp2,within_long_far,4.45614
k6_s3,6,3,dZ_mlp2,cross,-25.25028
k6_s4,6,4,dZ_attn1,within_short,8.08927
k6_s4,6,4,dZ_attn1,within_long_near,3.31231
k6_s4,6,4,dZ_attn1,within_long_far,0.61741
k6_s4,6,4,dZ_attn1,cross,1.30521
k6_s4,6,4,dZ_mlp1,within_short,2.32519
k6_s4,6,4,dZ_mlp1,within_long_near,1.05436
k6_s4,6,4,dZ_mlp1,within_long_far,1.39041
k6_s4,6,4,dZ_mlp1,cross,0.69089
k6_s4,6,4,dZ_attn2,within_short,12.66726
k6_s4,6,4,dZ_attn2,within_long_near,20.2969
k6_s4,6,4,dZ_attn2,within_long_far,23.68982
k6_s4,6,4,dZ_attn2,cross,19.25328
k6_s4,6,4,dZ_mlp2,within_short,-20.14778
k6_s4,6,4,dZ_mlp2,within_long_near,-3.55827
k6_s4,6,4,dZ_mlp2,within_long_far,-1.776
k6_s4,6,4,dZ_mlp2,cross,-26.25981
k7_s2,7,2,dZ_attn1,within_short,15.51072
k7_s2,7,2,dZ_attn1,within_long_near,3.26922
k7_s2,7,2,dZ_attn1,within_long_far,0.43329
k7_s2,7,2,dZ_attn1,cross,1.4629
k7_s2,7,2,dZ_mlp1,within_short,6.00484
k7_s2,7,2,dZ_mlp1,within_long_near,1.3678
k7_s2,7,2,dZ_mlp1,within_long_far,1.13047
k7_s2,7,2,dZ_mlp1,cross,-0.68949
k7_s2,7,2,dZ_attn2,within_short,3.8819
k7_s2,7,2,dZ_attn2,within_long_near,16.46008
k7_s2,7,2,dZ_attn2,within_long_far,12.31381
k7_s2,7,2,dZ_attn2,cross,12.66183
k7_s2,7,2,dZ_mlp2,within_short,-12.8878
k7_s2,7,2,dZ_mlp2,within_long_near,2.84074
k7_s2,7,2,dZ_mlp2,within_long_far,11.48538
k7_s2,7,2,dZ_mlp2,cross,-14.06716
k7_s3,7,3,dZ_attn1,within_short,11.45805
k7_s3,7,3,dZ_attn1,within_long_near,3.32189
k7_s3,7,3,dZ_attn1,within_long_far,0.5128
k7_s3,7,3,dZ_attn1,cross,1.47715
k7_s3,7,3,dZ_mlp1,within_short,3.91362
k7_s3,7,3,dZ_mlp1,within_long_near,1.14903
k7_s3,7,3,dZ_mlp1,within_long_far,1.25167
k7_s3,7,3,dZ_mlp1,cross,-0.10535
k7_s3,7,3,dZ_attn2,within_short,10.19788
k7_s3,7,3,dZ_attn2,within_long_near,20.16139
k7_s3,7,3,dZ_attn2,within_long_far,22.89594
k7_s3,7,3,dZ_attn2,cross,21.18901
k7_s3,7,3,dZ_mlp2,within_short,-18.67521
k7_s3,7,3,dZ_mlp2,within_long_near,-1.3307
k7_s3,7,3,dZ_mlp2,within_long_far,1.58266
k7_s3,7,3,dZ_mlp2,cross,-26.41816
