split_a,stage,metric,value
10,Hattn2,reach_long_near,1.0
10,Hattn2,reach_long_far,0.75997
10,Hattn2,reach_short,1.0
10,Hattn2,cut,0.58885
10,Hattn2,pred_positive_rate,0.71617
10,H2,exact,0.0
10,H2,reach_long,0.84943
10,H2,reach_long_near,1.0
10,H2,reach_long_far,0.6881
10,H2,reach_short,1.0
10,H2,cut,1.0
10,H2,pred_positive_rate,0.54312
14,H0,exact,0.0
14,H0,reach_long,0.15385
14,H0,reach_long_near,0.25926
14,H0,reach_long_far,0.00735
14,H0,reach_short,0.28571
14,H0,cut,0.98901
14,H0,pred_positive_rate,0.125
14,Hattn1,exact,0.0
14,Hattn1,reach_long,0.28793
14,Hattn1,reach_long_near,0.49289
14,Hattn1,reach_long_far,0.0031
14,Hattn1,reach_short,0.50326
14,Hattn1,cut,0.99485
14,Hattn1,pred_positive_rate,0.20156
14,H1,exact,0.0
14,H1,reach_long,0.40913
14,H1,reach_long_near,0.6751
14,H1,reach_long_far,0.03952
14,H1,reach_short,0.60096
14,H1,cut,0.95179
14,H1,pred_positive_rate,0.2815
14,Hattn2,exact,0.0
14,Hattn2,reach_long,0.95183
14,Hattn2,reach_long_near,1.0
14,Hattn2,reach_long_far,0.88488
14,Hattn2,reach_short,1.0
14,Hattn2,cut,0.69196
14,Hattn2,pred_positive_rate,0.66559
14,H2,exact,0.0
14,H2,reach_long,0.91385
14,H2,reach_long_near,1.0
14,H2,reach_long_far,0.79412
14,H2,reach_short,1.0
14,H2,cut,0.99966
14,H2,pred_positive_rate,0.51016
20,H0,exact,0.0
20,H0,reach_long,0.2
20,H0,reach_long_near,0.27407
20,H0,reach_long_far,0.01818
20,H0,reach_short,0.2
20,H0,cut,0.99
20,H0,pred_positive_rate,0.125
20,Hattn1,exact,0.0
20,Hattn1,reach_long,0.36727
20,Hattn1,reach_long_near,0.51366
20,Hattn1,reach_long_far,0.00795
20,Hattn1,reach_short,0.36702
20,Hattn1,cut,0.99594
20,Hattn1,pred_positive_rate,0.20143
20,H1,exact,0.0
20,H1,reach_long,0.48322
20,H1,reach_long_near,0.66366
20,H1,reach_long_far,0.04034
20,H1,reach_short,0.48824
20,H1,cut,0.9525
20,H1,pred_positive_rate,0.27947
20,Hattn2,exact,0.0
20,Hattn2,reach_long,0.99844
20,Hattn2,reach_long_near,1.0
20,Hattn2,reach_long_far,0.9946
20,Hattn2,reach_short,0.99918
20,Hattn2,cut,0.73945
20,Hattn2,pred_positive_rate,0.62971
20,H2,exact,0.0
20,H2,reach_long,0.99474
20,H2,reach_long_near,1.0
20,H2,reach_long_far,0.98182
20,H2,reach_short,0.99474
20,H2,cut,0.99895
20,H2,pred_positive_rate,0.49803
