split_a,pair_type,mean_hTw,frac_positive,n_pairs
2,within_long_d30,1.201,0.9712,16
2,within_long_d31,1.2469,0.9804,14
2,within_long_d32,1.2998,0.985,12
2,within_long_d33,1.3571,0.989,10
2,within_long_d34,1.4039,0.9919,8
2,within_long_d35,1.3518,0.9942,6
2,within_long_d36,1.4447,0.9925,4
2,within_long_d37,1.7082,1.0,2
3,within_long,4.6905,0.9961,266400
3,within_short,29.0425,1.0,1200
3,cut,-3.5598,0.0,22200
3,cut,-7.0564,0.0,22200
3,within_long_d1,12.3835,1.0,72
3,within_long_d2,13.5288,1.0,70
3,within_long_d3,13.3644,1.0,68
3,within_long_d4,8.9181,1.0,66
3,within_long_d5,7.5922,1.0,64
3,within_long_d6,6.9386,1.0,62
3,within_long_d7,5.9398,1.0,60
3,within_long_d8,4.3303,1.0,58
3,within_long_d9,2.059,0.9975,56
3,within_long_d10,1.8356,0.9953,54
3,within_long_d11,1.8278,0.9962,52
3,within_long_d12,1.8121,0.9958,50
3,within_long_d13,1.796,0.9953,48
3,within_long_d14,1.7806,0.9953,46
3,within_long_d15,1.7678,0.9951,44
3,within_long_d16,1.7559,0.9946,42
3,within_long_d17,1.7426,0.9942,40
3,within_long_d18,1.7255,0.9936,38
3,within_long_d19,1.7066,0.9926,36
3,within_long_d20,1.6859,0.9916,34
3,within_long_d21,1.6648,0.9928,32
3,within_long_d22,1.6412,0.9917,30
3,within_long_d23,1.6124,0.9902,28
3,within_long_d24,1.5705,0.9919,26
3,within_long_d25,1.517,0.9885,24
3,within_long_d26,1.4524,0.9889,22
3,within_long_d27,1.3894,0.9875,20
3,within_long_d28,1.363,0.985,18
3,within_long_d29,1.3774,0.9875,16
3,within_long_d30,1.4095,0.99,14
3,within_long_d31,1.4542,0.9921,12
3,within_long_d32,1.5036,0.997,10
3,within_long_d33,1.5399,0.9975,8
3,within_long_d34,1.4679,0.9967,6
3,within_long_d35,1.5453,0.9988,4
3,within_long_d36,1.8048,1.0,2
4,within_long,5.2266,0.9998,252000
4,within_short,25.8735,1.0,2400
4,cut,-1.684,0.0009,28800
4,cut,-5.0013,0.0,28800
4,within_long_d1,13.3825,1.0,70
4,within_long_d2,14.5588,1.0,68
4,within_long_d3,14.3808,1.0,66
4,within_long_d4,9.7223,1.0,64
4,within_long_d5,8.3193,1.0,62
4,within_long_d6,7.6255,1.0,60
4,within_long_d7,6.5883,1.0,58
4,within_long_d8,4.8572,1.0,56
4,within_long_d9,2.3361,1.0,54
4,within_long_d10,2.0389,0.9999,52
4,within_long_d11,2.0255,0.9999,50
4,within_long_d12,2.0079,0.9998,48
4,within_long_d13,1.9915,0.9997,46
4,within_long_d14,1.9787,0.9997,44
4,within_long_d15,1.9682,0.9995,42
4,within_long_d16,1.9591,0.9998,40
4,within_long_d17,1.9494,0.9996,38
4,within_long_d18,1.9393,0.9999,36
4,within_long_d19,1.9273,1.0,34
4,within_long_d20,1.9137,0.9998,32
4,within_long_d21,1.8979,1.0,30
4,within_long_d22,1.8786,0.9996,28
4,within_long_d23,1.8493,1.0,26
4,within_long_d24,1.8053,1.0,24
4,within_long_d25,1.7437,0.9998,22
4,within_long_d26,1.6773,0.9992,20
4,within_long_d27,1.6371,0.9986,18
4,within_long_d28,1.636,0.9981,16
4,within_long_d29,1.639,0.9989,14
4,within_long_d30,1.6384,0.9988,12
4,within_long_d31,1.6514,0.999,10
4,within_long_d32,1.6494,0.9994,8
4,within_long_d33,1.5283,1.0,6
4,within_long_d34,1.5591,0.9988,4
4,within_long_d35,1.7355,1.0,2
5,within_long,5.6047,0.9999,238000
5,within_short,21.3976,1.0,4000
5,cut,-1.1881,0.0314,35000
5,cut,-5.36,0.0,35000
5,within_long_d1,14.0007,1.0,68
5,within_long_d2,15.2146,1.0,66
5,within_long_d3,15.043,1.0,64
5,within_long_d4,10.2638,1.0,62
5,within_long_d5,8.8112,1.0,60
5,within_long_d6,8.0823,1.0,58
5,within_long_d7,6.9924,1.0,56
5,within_long_d8,5.1776,1.0,54
5,within_long_d9,2.4998,0.9999,52
5,within_long_d10,2.1537,1.0,50
5,within_long_d11,2.1399,0.9999,48
5,within_long_d12,2.121,0.9999,46
5,within_long_d13,2.1038,1.0,44
5,within_long_d14,2.0921,0.9999,42
5,within_long_d15,2.084,1.0,40
5,within_long_d16,2.0768,0.9999,38
5,within_long_d17,2.0692,1.0,36
5,within_long_d18,2.0611,1.0,34
5,within_long_d19,2.0525,1.0,32
5,within_long_d20,2.0389,0.9998,30
5,within_long_d21,2.0239,0.9996,28
5,within_long_d22,1.9988,1.0,26
5,within_long_d23,1.9588,0.9998,24
5,within_long_d24,1.8997,0.9998,22
5,within_long_d25,1.8349,0.9998,20
5,within_long_d26,1.7917,0.9989,18
5,within_long_d27,1.7866,0.9988,16
5,within_long_d28,1.7899,0.9986,14
5,within_long_d29,1.7876,0.9992,12
5,within_long_d30,1.7884,0.9995,10
5,within_long_d31,1.7727,0.9994,8
5,within_long_d32,1.6406,0.9992,6
5,within_long_d33,1.6556,1.0,4
5,within_long_d34,1.8002,1.0,2
6,within_long,5.2362,0.9977,224400
6,within_short,17.7859,1.0,6000
6,cut,0.7446,0.7092,40800
6,cut,-4.8999,0.0,40800
6,within_long_d1,13.4919,1.0,66
6,within_long_d2,14.6503,1.0,64
6,within_long_d3,14.4561,1.0,62
6,within_long_d4,9.7349,1.0,60
6,within_long_d5,8.2815,1.0,58
6,within_long_d6,7.5385,1.0,56
6,within_long_d7,6.4435,1.0,54
6,within_long_d8,4.6121,1.0,52
6,within_long_d9,1.9449,0.9966,50
6,within_long_d10,1.5877,0.9951,48
6,within_long_d11,1.5771,0.9958,46
6,within_long_d12,1.5666,0.9951,44
6,within_long_d13,1.5637,0.994,42
6,within_long_d14,1.5701,0.9938,40
6,within_long_d15,1.5829,0.9925,38
6,within_long_d16,1.5991,0.9942,36
6,within_long_d17,1.6175,0.9953,34
6,within_long_d18,1.6393,0.995,32
6,within_long_d19,1.6648,0.9973,30
6,within_long_d20,1.6907,0.998,28
6,within_long_d21,1.7119,0.9983,26
6,within_long_d22,1.7177,0.9977,24
6,within_long_d23,1.7037,0.9975,22
6,within_long_d24,1.6834,0.9975,20
6,within_long_d25,1.6735,0.9983,18
6,within_long_d26,1.6936,0.9988,16
6,within_long_d27,1.7116,0.9993,14
6,within_long_d28,1.7265,1.0,12
6,within_long_d29,1.7414,0.9995,10
6,within_long_d30,1.7457,1.0,8
6,within_long_d31,1.6568,0.9992,6
6,within_long_d32,1.6849,0.9988,4
6,within_long_d33,1.7875,1.0,2
7,within_long,4.8603,0.9729,211200
7,within_short,16.8812,1.0,8400
7,cut,1.0779,0.8941,46200
7,cut,-3.4764,0.0,46200
7,within_long_d1,12.846,1.0,64
7,within_long_d2,13.9503,1.0,62
7,within_long_d3,13.7615,1.0,60
7,within_long_d4,9.1882,1.0,58
7,within_long_d5,7.7789,1.0,56
7,within_long_d6,7.0358,1.0,54
7,within_long_d7,5.9261,1.0,52
7,within_long_d8,4.101,0.9999,50
7,within_long_d9,1.4895,0.9498,48
7,within_long_d10,1.1384,0.9233,46
7,within_long_d11,1.1284,0.9214,44
7,within_long_d12,1.1198,0.9179,42
7,within_long_d13,1.1225,0.917,40
7,within_long_d14,1.138,0.9209,38
7,within_long_d15,1.162,0.93,36
7,within_long_d16,1.1922,0.9415,34
7,within_long_d17,1.2259,0.9523,32
7,within_long_d18,1.265,0.9658,30
7,within_long_d19,1.3051,0.9762,28
7,within_long_d20,1.3423,0.984,26
7,within_long_d21,1.3643,0.9869,24
7,within_long_d22,1.3671,0.987,22
7,within_long_d23,1.3621,0.9888,20
7,within_long_d24,1.3646,0.9875,18
7,within_long_d25,1.3961,0.9912,16
7,within_long_d26,1.4202,0.9954,14
7,within_long_d27,1.4402,0.9983,12
7,within_long_d28,1.4587,0.999,10
7,within_long_d29,1.4802,0.9994,8
7,within_long_d30,1.4295,0.9992,6
7,within_long_d31,1.4804,1.0,4
7,within_long_d32,1.6355,1.0,2
8,within_long,4.6435,0.9437,198400
8,within_short,13.9602,1.0,11200
8,cut,0.9355,0.8739,51200
8,cut,-3.1105,0.0,51200
8,within_long_d1,12.3782,1.0,62
8,within_long_d2,13.4576,1.0,60
8,within_long_d3,13.2711,1.0,58
8,within_long_d4,8.8007,1.0,56
8,within_long_d5,7.4258,1.0,54
8,within_long_d6,6.701,1.0,52
8,within_long_d7,5.6112,1.0,50
8,within_long_d8,3.8042,0.9996,48
8,within_long_d9,1.2361,0.8939,46
8,within_long_d10,0.8825,0.8407,44
8,within_long_d11,0.8747,0.8395,42
8,within_long_d12,0.8667,0.837,40
8,within_long_d13,0.8719,0.8414,38
8,within_long_d14,0.8896,0.8547,36
8,within_long_d15,0.9176,0.87,34
8,within_long_d16,0.9509,0.8883,32
8,within_long_d17,0.9888,0.9115,30
8,within_long_d18,1.0285,0.9341,28
8,within_long_d19,1.0653,0.946,26
8,within_long_d20,1.0892,0.9494,24
8,within_long_d21,1.0918,0.9498,22
8,within_long_d22,1.0884,0.9567,20
8,within_long_d23,1.0913,0.9536,18
8,within_long_d24,1.1176,0.9625,16
8,within_long_d25,1.1383,0.975,14
8,within_long_d26,1.1576,0.9771,12
8,within_long_d27,1.1824,0.9805,10
8,within_long_d28,1.2192,0.9919,8
8,within_long_d29,1.2017,0.9942,6
8,within_long_d30,1.2912,0.9938,4
8,within_long_d31,1.4805,1.0,2
9,within_long,4.5055,0.9121,186000
9,within_short,11.8674,1.0,14400
9,cut,0.7444,0.7979,55800
9,cut,-2.4611,0.0682,55800
9,within_long_d1,11.9966,1.0,60
9,within_long_d2,13.0291,1.0,58
9,within_long_d3,12.8623,1.0,56
9,within_long_d4,8.5163,1.0,54
9,within_long_d5,7.1918,1.0,52
9,within_long_d6,6.4636,1.0,50
9,within_long_d7,5.3773,1.0,48
9,within_long_d8,3.595,0.9998,46
9,within_long_d9,1.0738,0.8581,44
9,within_long_d10,0.7271,0.7852,42
9,within_long_d11,0.7179,0.7795,40
9,within_long_d12,0.7089,0.7772,38
9,within_long_d13,0.7125,0.7789,36
9,within_long_d14,0.7269,0.7918,34
9,within_long_d15,0.7519,0.813,32
9,within_long_d16,0.7861,0.841,30
9,within_long_d17,0.8206,0.8657,28
9,within_long_d18,0.8473,0.8777,26
9,within_long_d19,0.8621,0.8831,24
9,within_long_d20,0.8568,0.8818,22
9,within_long_d21,0.8458,0.8782,20
9,within_long_d22,0.8406,0.8781,18
9,within_long_d23,0.855,0.8822,16
9,within_long_d24,0.8669,0.8921,14
9,within_long_d25,0.8832,0.9012,12
9,within_long_d26,0.9115,0.916,10
9,within_long_d27,0.957,0.9344,8
9,within_long_d28,0.9653,0.9483,6
9,within_long_d29,1.0729,0.9688,4
9,within_long_d30,1.2677,0.9975,2
10,within_long,4.4662,0.8776,174000
10,within_short,10.6673,1.0,18000
10,cut,0.6359,0.7342,60000
10,cut,-1.6444,0.1878,60000
10,within_long_d1,11.7523,1.0,58
10,within_long_d2,12.7759,1.0,56
10,within_long_d3,12.6149,1.0,54
10,within_long_d4,8.3514,1.0,52
10,within_long_d5,7.049,1.0,50
10,within_long_d6,6.3397,1.0,48
10,within_long_d7,5.267,1.0,46
10,within_long_d8,3.4788,0.9993,44
10,within_long_d9,0.9764,0.8296,42
10,within_long_d10,0.6217,0.7181,40
10,within_long_d11,0.6116,0.7171,38
10,within_long_d12,0.6016,0.7126,36
10,within_long_d13,0.6034,0.7078,34
10,within_long_d14,0.6194,0.7291,32
10,within_long_d15,0.6461,0.756,30
10,within_long_d16,0.678,0.7796,28
10,within_long_d17,0.7047,0.7944,26
10,within_long_d18,0.7164,0.8013,24
10,within_long_d19,0.7085,0.7982,22
10,within_long_d20,0.6926,0.7923,20
10,within_long_d21,0.6824,0.7794,18
10,within_long_d22,0.6974,0.79,16
10,within_long_d23,0.7067,0.8021,14
10,within_long_d24,0.7194,0.8129,12
10,within_long_d25,0.7528,0.8295,10
10,within_long_d26,0.7963,0.8675,8
10,within_long_d27,0.8003,0.8858,6
10,within_long_d28,0.9134,0.9213,4
10,within_long_d29,1.1047,0.9925,2
11,within_long,4.5296,0.8617,162400
11,within_short,9.892,0.9973,22000
11,cut,0.5901,0.6943,63800
11,cut,-0.9567,0.2563,63800
11,within_long_d1,11.6592,1.0,56
11,within_long_d2,12.6619,1.0,54
11,within_long_d3,12.5081,1.0,52
11,within_long_d4,8.3277,1.0,50
11,within_long_d5,7.038,1.0,48
11,within_long_d6,6.3133,1.0,46
11,within_long_d7,5.2265,1.0,44
11,within_long_d8,3.4314,0.9992,42
11,within_long_d9,0.9367,0.8159,40
11,within_long_d10,0.5845,0.6932,38
11,within_long_d11,0.5749,0.6849,36
11,within_long_d12,0.5649,0.6791,34
11,within_long_d13,0.5679,0.6809,32
11,within_long_d14,0.5882,0.705,30
11,within_long_d15,0.6164,0.727,28
11,within_long_d16,0.6405,0.7412,26
11,within_long_d17,0.6488,0.7548,24
11,within_long_d18,0.6373,0.7384,22
11,within_long_d19,0.6182,0.7375,20
11,within_long_d20,0.6084,0.72,18
11,within_long_d21,0.6228,0.7281,16
11,within_long_d22,0.6374,0.74,14
11,within_long_d23,0.6592,0.7642,12
11,within_long_d24,0.6988,0.792,10
11,within_long_d25,0.7499,0.8331,8
11,within_long_d26,0.7558,0.85,6
11,within_long_d27,0.879,0.89,4
11,within_long_d28,1.0877,0.9875,2
12,within_long,4.7424,0.8852,151200
12,within_short,9.308,0.9938,26400
12,cut,0.6475,0.7432,67200
12,cut,-0.489,0.3775,67200
12,within_long_d1,11.7705,1.0,54
12,within_long_d2,12.7585,1.0,52
12,within_long_d3,12.6103,1.0,50
12,within_long_d4,8.4783,1.0,48
12,within_long_d5,7.2096,1.0,46
12,within_long_d6,6.4646,1.0,44
12,within_long_d7,5.3591,1.0,42
12,within_long_d8,3.5247,0.9996,40
12,within_long_d9,1.0164,0.8562,38
12,within_long_d10,0.648,0.7344,36
12,within_long_d11,0.6391,0.7406,34
12,within_long_d12,0.6305,0.7373,32
12,within_long_d13,0.635,0.7417,30
12,within_long_d14,0.6543,0.7552,28
12,within_long_d15,0.6756,0.7706,26
12,within_long_d16,0.6849,0.7825,24
12,within_long_d17,0.6735,0.7675,22
12,within_long_d18,0.6567,0.7612,20
12,within_long_d19,0.6448,0.7522,18
12,within_long_d20,0.6569,0.7578,16
12,within_long_d21,0.6678,0.7671,14
12,within_long_d22,0.6843,0.7792,12
12,within_long_d23,0.7182,0.798,10
12,within_long_d24,0.7662,0.8431,8
12,within_long_d25,0.7705,0.85,6
12,within_long_d26,0.891,0.9038,4
12,within_long_d27,1.1161,0.995,2
13,within_long,4.8836,0.8875,140400
13,within_short,8.8196,0.9937,31200
13,cut,0.6331,0.7369,70200
13,cut,-0.1264,0.5145,70200
13,within_long_d1,11.7861,1.0,52
13,within_long_d2,12.757,1.0,50
13,within_long_d3,12.6154,1.0,48
13,within_long_d4,8.5195,1.0,46
13,within_long_d5,7.2586,1.0,44
13,within_long_d6,6.5114,1.0,42
13,within_long_d7,5.3834,1.0,40
13,within_long_d8,3.5387,0.9995,38
13,within_long_d9,1.0244,0.8696,36
13,within_long_d10,0.6567,0.7565,34
13,within_long_d11,0.6483,0.7542,32
13,within_long_d12,0.6401,0.7467,30
13,within_long_d13,0.6438,0.7462,28
13,within_long_d14,0.6534,0.7525,26
13,within_long_d15,0.6568,0.7556,24
13,within_long_d16,0.6436,0.7439,22
13,within_long_d17,0.6254,0.7378,20
13,within_long_d18,0.6167,0.7392,18
13,within_long_d19,0.6278,0.7409,16
13,within_long_d20,0.6399,0.7436,14
13,within_long_d21,0.6542,0.7638,12
13,within_long_d22,0.6863,0.782,10
13,within_long_d23,0.7379,0.8206,8
13,within_long_d24,0.7519,0.8567,6
13,within_long_d25,0.8698,0.8738,4
13,within_long_d26,1.0843,0.99,2
14,within_long,5.0477,0.8915,130000
14,within_short,8.3788,0.9895,36400
14,cut,0.6517,0.7446,72800
14,cut,0.1374,0.576,72800
14,within_long_d1,11.7952,1.0,50
14,within_long_d2,12.7623,1.0,48
14,within_long_d3,12.6208,1.0,46
14,within_long_d4,8.5524,1.0,44
14,within_long_d5,7.3033,1.0,42
14,within_long_d6,6.5595,1.0,40
14,within_long_d7,5.4429,1.0,38
14,within_long_d8,3.5867,0.9996,36
14,within_long_d9,1.065,0.8804,34
14,within_long_d10,0.6783,0.7628,32
14,within_long_d11,0.6725,0.7627,30
14,within_long_d12,0.6638,0.7589,28
14,within_long_d13,0.6594,0.7492,26
14,within_long_d14,0.6531,0.7483,24
14,within_long_d15,0.6381,0.7414,22
14,within_long_d16,0.619,0.7302,20
14,within_long_d17,0.6063,0.7125,18
14,within_long_d18,0.6203,0.7278,16
14,within_long_d19,0.6379,0.7325,14
14,within_long_d20,0.6583,0.7542,12
14,within_long_d21,0.6976,0.785,10
14,within_long_d22,0.7471,0.8137,8
14,within_long_d23,0.7451,0.84,6
14,within_long_d24,0.8731,0.8825,4
14,within_long_d25,1.0999,0.9925,2
15,within_long,5.2532,0.9015,120000
15,within_short,8.0694,0.9854,42000
15,cut,0.6741,0.7661,75000
15,cut,0.3857,0.6518,75000
15,within_long_d1,11.8583,1.0,48
15,within_long_d2,12.792,1.0,46
15,within_long_d3,12.6681,1.0,44
15,within_long_d4,8.6565,1.0,42
15,within_long_d5,7.428,1.0,40
15,within_long_d6,6.6861,1.0,38
15,within_long_d7,5.5589,1.0,36
15,within_long_d8,3.648,0.9999,34
15,within_long_d9,1.1056,0.9086,32
15,within_long_d10,0.7093,0.7842,30
15,within_long_d11,0.7028,0.7768,28
15,within_long_d12,0.6897,0.7767,26
15,within_long_d13,0.6718,0.7594,24
15,within_long_d14,0.6465,0.742,22
15,within_long_d15,0.6238,0.7328,20
15,within_long_d16,0.6132,0.7222,18
15,within_long_d17,0.6247,0.7338,16
15,within_long_d18,0.6345,0.7379,14
15,within_long_d19,0.6559,0.7588,12
15,within_long_d20,0.6963,0.7795,10
15,within_long_d21,0.7444,0.8231,8
15,within_long_d22,0.7526,0.8467,6
15,within_long_d23,0.8783,0.885,4
15,within_long_d24,1.0894,0.9825,2
16,within_long,5.4279,0.9044,110400
16,within_short,7.6936,0.9734,48000
16,cut,0.6614,0.7545,76800
16,cut,0.5336,0.6888,76800
16,within_long_d1,11.8702,1.0,46
16,within_long_d2,12.7751,1.0,44
16,within_long_d3,12.6439,1.0,42
16,within_long_d4,8.7062,1.0,40
16,within_long_d5,7.5003,1.0,38
16,within_long_d6,6.7317,1.0,36
16,within_long_d7,5.5811,1.0,34
16,within_long_d8,3.6716,1.0,32
16,within_long_d9,1.1249,0.9137,30
16,within_long_d10,0.7151,0.7877,28
16,within_long_d11,0.7027,0.7842,26
16,within_long_d12,0.6747,0.7562,24
16,within_long_d13,0.6406,0.7368,22
16,within_long_d14,0.6106,0.7285,20
16,within_long_d15,0.5961,0.7103,18
16,within_long_d16,0.6104,0.7181,16
16,within_long_d17,0.6209,0.7286,14
16,within_long_d18,0.643,0.7542,12
16,within_long_d19,0.6808,0.7755,10
16,within_long_d20,0.7321,0.8231,8
16,within_long_d21,0.7424,0.8467,6
16,within_long_d22,0.8657,0.8712,4
16,within_long_d23,1.0887,0.9975,2
17,within_long,5.7062,0.9189,101200
17,within_short,7.3641,0.9618,54400
17,cut,0.7162,0.7815,78200
17,cut,0.6076,0.7163,78200
17,within_long_d1,11.9969,1.0,44
17,within_long_d2,12.8738,1.0,42
17,within_long_d3,12.7522,1.0,40
17,within_long_d4,8.8749,1.0,38
17,within_long_d5,7.6835,1.0,36
17,within_long_d6,6.8997,1.0,34
17,within_long_d7,5.7297,1.0,32
17,within_long_d8,3.7709,1.0,30
17,within_long_d9,1.206,0.9239,28
17,within_long_d10,0.7799,0.8098,26
17,within_long_d11,0.7547,0.7992,24
17,within_long_d12,0.7057,0.7789,22
17,within_long_d13,0.663,0.764,20
17,within_long_d14,0.6402,0.7419,18
17,within_long_d15,0.6503,0.7475,16
17,within_long_d16,0.6618,0.7518,14
17,within_long_d17,0.6792,0.7742,12
17,within_long_d18,0.7145,0.794,10
17,within_long_d19,0.7574,0.8281,8
17,within_long_d20,0.7557,0.8608,6
17,within_long_d21,0.8897,0.9012,4
17,within_long_d22,1.1042,0.99,2
18,within_long,5.8969,0.9202,92400
18,within_short,7.0375,0.9539,61200
18,cut,0.6861,0.7671,79200
18,cut,0.6633,0.763,79200
18,within_long_d1,11.9484,1.0,42
18,within_long_d2,12.822,1.0,40
18,within_long_d3,12.715,1.0,38
18,within_long_d4,8.9085,1.0,36
18,within_long_d5,7.7424,1.0,34
18,within_long_d6,6.9755,1.0,32
18,within_long_d7,5.7967,1.0,30
18,within_long_d8,3.7976,1.0,28
18,within_long_d9,1.2092,0.926,26
18,within_long_d10,0.7453,0.7956,24
18,within_long_d11,0.7036,0.7748,22
18,within_long_d12,0.6524,0.7595,20
18,within_long_d13,0.6228,0.7375,18
18,within_long_d14,0.6276,0.7378,16
18,within_long_d15,0.6386,0.7414,14
18,within_long_d16,0.6554,0.7575,12
18,within_long_d17,0.6951,0.7905,10
18,within_long_d18,0.7488,0.8281,8
18,within_long_d19,0.7554,0.8425,6
18,within_long_d20,0.8754,0.8975,4
18,within_long_d21,1.1,0.995,2
19,within_long,6.1399,0.9223,84000
19,within_short,6.7411,0.9456,68400
19,cut,0.6808,0.773,79800
19,cut,0.6927,0.7862,79800
19,within_long_d1,12.0128,1.0,40
19,within_long_d2,12.8295,1.0,38
19,within_long_d3,12.724,1.0,36
19,within_long_d4,9.0147,1.0,34
19,within_long_d5,7.8803,1.0,32
19,within_long_d6,7.0931,1.0,30
19,within_long_d7,5.8588,1.0,28
19,within_long_d8,3.8099,0.9998,26
19,within_long_d9,1.2068,0.924,24
19,within_long_d10,0.7102,0.7791,22
19,within_long_d11,0.6642,0.7585,20
19,within_long_d12,0.6273,0.7342,18
19,within_long_d13,0.6202,0.7322,16
19,within_long_d14,0.6232,0.7357,14
19,within_long_d15,0.6369,0.7404,12
19,within_long_d16,0.6715,0.767,10
19,within_long_d17,0.7243,0.8119,8
19,within_long_d18,0.7373,0.8383,6
19,within_long_d19,0.8791,0.9025,4
19,within_long_d20,1.0881,0.99,2
20,within_long,6.443,0.9388,76000
20,within_short,6.4468,0.9362,76000
20,cut,0.7108,0.7996,80000
20,cut,0.6862,0.7871,80000
20,within_long_d1,12.078,1.0,38
20,within_long_d2,12.8632,1.0,36
20,within_long_d3,12.7706,1.0,34
20,within_long_d4,9.1571,1.0,32
20,within_long_d5,8.06,1.0,30
20,within_long_d6,7.233,1.0,28
20,within_long_d7,5.9712,1.0,26
20,within_long_d8,3.8839,0.9998,24
20,within_long_d9,1.2343,0.9302,22
20,within_long_d10,0.7215,0.8065,20
20,within_long_d11,0.6953,0.7933,18
20,within_long_d12,0.6863,0.7834,16
20,within_long_d13,0.6759,0.7732,14
20,within_long_d14,0.6815,0.7796,12
20,within_long_d15,0.7128,0.7855,10
20,within_long_d16,0.7597,0.8263,8
20,within_long_d17,0.7658,0.8492,6
20,within_long_d18,0.891,0.9012,4
20,within_long_d19,1.1021,0.995,2
